best_parallelized_time,dist_m,avg_trips,ttt_contribution,ttt_pm,n1_latitude,n2_latitude,n1_longitude,n2_longitude,n1_planningArea,n2_planningArea,n1_avg_flow,n2_avg_flow,n1_pop_estimate,n2_pop_estimate,pair,label
231.0778487130946,500.0,9.285714285714285,1988.9202891149614,3.9778405782299227,1.34375516528836,1.34196277802503,103.86737312632222,103.8709686110327,39,47,14514,21492,172,197,"('66071', '61049')",1
0.0,27995.0,0.0,0.0,0.0,1.36545844046425,1.37700618973294,103.7506020069351,104.00189840513904,5,10,69711,10434,434,6,"('43649', '95181')",0
60.22263121814281,300.0,40.035714285714285,2437.682234083675,8.125607446945585,1.342816,1.3447589,103.70358,103.70289,18,18,70746,98029,380,526,"('22441', '22591')",1
0.0,23423.0,0.0,0.0,0.0,1.34154982082089,1.40580472725369,103.71203075013112,103.91259546667418,18,32,40248,62558,216,1483,"('21699', '65399')",0
157.2790993771941,700.0,39.60714285714286,5925.314387771235,8.464734839673193,1.43632306005208,1.4386733329964,103.7741086340661,103.7741286109918,50,50,29174,57880,295,586,"('46589', '46019')",1
0.0,9580.0,0.0,0.0,0.0,1.41512827700833,1.35815575609947,103.70026822968337,103.76512620416916,49,5,146,21393,0,133,"('32079', '43819')",0
29.010442043580763,300.0,17.28571428571429,507.120384298784,1.6904012809959466,1.3374750000156,1.3350640000249,103.88758305557131,103.8886929999761,16,16,89976,104099,1076,1245,"('70299', '70289')",1
0.0,18410.0,0.0,0.0,0.0,1.38849236327693,1.32787641919412,103.74049628403257,103.89457489895001,49,15,13047,45161,2,168,"('45241', '71159')",0
423.75,500.0,27.32142857142857,12045.535714285714,24.09107142857143,1.39451056390105,1.39549374900087,103.89388277014375,103.89737027918684,38,38,112367,19763,1063,187,"('67419', '67439')",1
232.14738292011012,600.0,2.6666666666666665,579.9031877213694,0.9665053128689491,1.3224709639188,1.32288721900936,103.67132658072524,103.67728206793541,31,31,11031,516,0,0,"('24029', '24019')",1
0.0,19221.0,0.0,0.0,0.0,1.34160317659437,1.33941652681162,103.77579384383286,103.94850088671714,8,44,139903,154937,1806,1680,"('42099', '96281')",0
0.0,5781.0,0.0,0.0,0.0,1.36809355475239,1.38042138903141,103.89589220748978,103.94637916697367,16,29,86563,2113,1035,14,"('64249', '77099')",0
331.4999999999995,300.0,161.6428571428571,52694.24999999991,175.64749999999972,1.30664404460339,1.30572083298412,103.84920416709382,103.85120583303191,35,35,472404,455608,795,767,"('40019', '07031')",1
290.8775985813485,600.0,114.64285714285714,33573.43244942833,55.95572074904721,1.37812611932206,1.38117443945082,103.763286611367,103.76586096715347,7,7,1105293,119903,8983,974,"('45009', '44241')",1
0.0,28857.0,0.0,0.0,0.0,1.31345707127095,1.31962000617397,103.69601603244551,103.95524325955397,4,2,29720,9743,0,53,"('22399', '94079')",0
261.86995144721755,400.0,18.67857142857143,4814.66154888546,12.03665387221365,1.31264667096781,1.3151892235607,103.89411050584133,103.89331774481381,15,15,73877,89358,275,333,"('82091', '82109')",1
335.9999999999999,200.0,0.7142857142857143,239.99999999999991,1.1999999999999995,1.35186815681876,1.35071936245692,103.68051749839925,103.67864247139183,49,49,15776,5365,3,1,"('27031', '27041')",1
312.74999999999994,300.0,29.428571428571427,8252.892857142857,27.509642857142854,1.34202746082141,1.34210239034142,103.68898154351334,103.69119289371211,18,18,32731,157746,175,847,"('27139', '27279')",1
0.0,12457.0,0.0,0.0,0.0,1.33957381292395,1.429383056,103.7679072102881,103.8354931,8,51,18984,957142,245,10637,"('42221', '59072')",0
0.0,29.999999999999982,0.0,0.0,0.0,1.32944568983893,1.32751179627799,103.64347153803386,103.64551802153501,48,48,2749,5387,0,0,"('25079', '25069')",1
201.51838235294116,600.0,1.4285714285714286,287.8834033613445,0.4798056722689075,1.29060555603074,1.28928277099215,103.77005055601747,103.77400682988979,33,33,2025,3464,16,28,"('17299', '16249')",1
35.7045056415414,200.0,39.17857142857143,1358.3992456312853,6.791996228156426,1.3230683576264,1.32398472197176,103.811977237669,103.8102991670086,8,8,44106,101891,569,1315,"('41031', '41041')",1
0.0,12960.0,0.0,0.0,0.0,1.33446189256828,1.3920822654425,103.74767782537164,103.84909518015897,17,1,168758,70378,1293,677,"('28659', '55059')",0
0.0,23672.0,0.0,0.0,0.0,1.30916000001419,1.45524083298775,103.67513000000729,103.83062638903208,31,37,20205,5689,0,77,"('23239', '58209')",0
0.0,11677.0,0.0,0.0,0.0,1.30752442673366,1.361491111,103.77782122462926,103.8680175,33,39,13424,13886,111,164,"('19061', '66129')",0
0.0,19.99999999999993,0.0,0.0,0.0,1.42080314827393,1.41920159190274,103.70292186217569,103.70215656491881,20,20,701,2218,1,5,"('33029', '33019')",1
204.09698731501055,500.0,842.6785714285713,182870.6772123226,365.7413544246451,1.39527356921611,1.39845074063981,103.90539999997036,103.90416383740006,38,32,1051548,97527,9953,2312,"('65191', '65071')",1
47.03982202429497,500.0,12.0,547.5443325234171,1.095088665046834,1.28091055556275,1.27686194443878,103.80252305556165,103.80270111113056,6,6,55388,75538,488,665,"('18019', '15059')",1
406.5000000000001,300.0,27.107142857142858,10931.464285714288,36.438214285714295,1.39607378603056,1.39454660425441,103.88766378607079,103.88618230819876,38,38,27665,49625,261,469,"('67769', '67549')",1
0.0,18581.0,0.0,0.0,0.0,1.31915476642967,1.31631138897106,103.74213695526599,103.90907722199168,17,2,12283,12542,94,68,"('20161', '83131')",0
308.99999999999994,300.0,14.214285714285714,4215.428571428571,14.05142857142857,1.36178500002853,1.35992912103835,103.74358000000312,103.74637905142735,5,5,21643,60628,134,377,"('43681', '43481')",1
153.6595637309531,500.0,69.71428571428572,10898.648331093656,21.797296662187314,1.37487817367914,1.37173441613541,103.85483080978989,103.85671893941708,1,1,90314,128107,869,1233,"('54579', '54589')",1
0.0,16225.0,0.0,0.0,0.0,1.28207492207952,1.37865831081472,103.85086074925066,103.9606174383779,14,29,84284,31884,27,218,"('03031', '78261')",0
0.0,13747.0,0.0,0.0,0.0,1.273483,1.38831000001759,103.820637,103.86800750000182,6,39,31823,20089,280,238,"('14319', '67039')",0
0.0,19982.0,0.0,0.0,0.0,1.33442500001261,1.33649110063455,103.78689111113574,103.96643704167043,8,44,93700,36715,1209,398,"('42041', '96361')",0
65.400858807685,200.0,35.25,2245.045119925096,11.225225599625482,1.336324,1.3350342184363,103.918288,103.91851751540032,2,2,63688,129600,348,708,"('84459', '84539')",1
0.0,18268.0,0.0,0.0,0.0,1.3191903081711,1.44797049342873,103.71054697877872,103.81337787352544,4,37,9222,59942,0,811,"('21309', '58381')",0
0.0,17204.0,0.0,0.0,0.0,1.27498516412784,1.42868146490253,103.85950016250487,103.83546942999693,42,51,211,624553,0,6941,"('03339', '59073')",0
147.34068441027264,500.0,81.60714285714286,11848.058011635152,23.696116023270307,1.34333817728421,1.34359918269745,103.85130310024304,103.84736537931644,47,47,131915,15637,1213,143,"('52039', '52029')",1
0.0,7157.0,0.0,0.0,0.0,1.3249247219882,1.33769605916429,103.82735055603025,103.76430234507968,26,5,24098,5285,205,32,"('40249', '42291')",0
0.0,9850.0,0.0,0.0,0.0,1.34716997902419,1.35687499368341,103.8599767808637,103.9479674220669,39,44,16229,53580,192,581,"('66011', '76201')",0
0.0,110.00000000000001,0.0,0.0,0.0,1.370821,1.363603,103.94712,103.94323,29,0,15256,0,104,0,"('77381', '75579')",1
0.0,23018.0,0.0,0.0,0.0,1.40452254375654,1.39735631138291,103.70187031633597,103.90859112878573,49,32,25,75673,0,1794,"('32049', '65161')",0
0.0,5125.0,0.0,0.0,0.0,1.30572083298412,1.28121833300943,103.85120583303191,103.81211444400743,35,6,455608,74768,767,659,"('07031', '14191')",0
0.0,30892.0,0.0,0.0,0.0,1.30366277967429,1.3782973982979,103.66588434674222,103.93338764757789,31,29,4629,187376,0,1281,"('24379', '77331')",0
414.0,300.0,2.047619047619048,854.1428571428572,2.8471428571428574,1.32539968158209,1.32765583299859,103.91109803643086,103.91213111102074,2,2,12442,11901,68,65,"('83341', '83351')",1
0.0,26991.0,0.0,0.0,0.0,1.293361,1.2981225,103.639925,103.8824094,48,19,719,35447,0,184,"('25661', '90061')",0
69.60588859731166,300.0,104.14285714285715,7242.597459632252,24.141991532107507,1.34791499671757,1.34913805600656,103.93017010145029,103.92798027801848,44,44,71566,109392,776,1186,"('75249', '75259')",1
0.0,16371.0,0.0,0.0,0.0,1.34989395166691,1.396006,103.7477975366473,103.887595,5,38,19932,26985,124,255,"('43391', '67761')",0
39.38543637540625,600.0,950.9285714285714,35599.745394085454,59.33290899014241,1.3063259638605,1.30253001117245,103.79084827741467,103.78724143833315,33,33,290811,36205,2422,301,"('11369', '18149')",1
459.75,700.0,49.67857142857143,23364.857142857145,33.37836734693878,1.35845802746258,1.36189974501014,103.95917058122039,103.96453090144483,44,29,239687,5959,2600,40,"('76241', '98081')",1
0.0,33473.0,0.0,0.0,0.0,1.30243777798816,1.33311988623192,103.66173361100701,103.96095897791456,31,44,1174,10106,0,109,"('24411', '96319')",0
597.75,300.0,46.49999999999999,27464.571428571428,91.5485714285714,1.430976111,1.43328331503309,103.7800619,103.78083569681783,50,50,7558,184345,76,1869,"('45581', '46541')",1
96.80557398978799,300.0,91.0,9162.01553945298,30.540051798176602,1.39451056390105,1.3972004371065,103.89388277014375,103.89490664468322,38,38,112367,91765,1063,868,"('67419', '67599')",1
112.46142052438906,300.0,34.142857142857146,3997.0076356105246,13.323358785368415,1.27468440821038,1.27568194286532,103.82132649422054,103.81914854048932,6,6,118389,48804,1043,430,"('14291', '14271')",1
0.0,11305.0,0.0,0.0,0.0,1.30777929773028,1.31979166699662,103.76988582423061,103.6690038889689,13,31,85884,19521,348,0,"('16991', '24239')",0
416.9999999999998,400.0,38.142857142857146,16128.428571428563,40.321071428571415,1.3537000000187,1.35172938925372,103.95279611102576,103.95069571840816,44,44,120496,22260,1307,241,"('76189', '76179')",1
0.0,16383.0,0.0,0.0,0.0,1.315444,1.3835337784384,103.635242,103.76599518745716,48,7,13273,12947,0,105,"('25571', '44679')",0
0.0,43.0,0.0,0.0,0.0,1.33627668492978,1.336175,103.87018878876424,103.870563,47,47,45725,45530,420,418,"('61021', '61029')",0
357.00000000000006,400.0,0.7142857142857143,255.00000000000009,0.6375000000000002,1.32896999391116,1.329871,103.63704332757345,103.639994,48,48,311,20453,0,0,"('25391', '24711')",1
88.64786872280925,200.0,16.750000000000004,1479.1333037616776,7.395666518808389,1.38500083704863,1.38338692962433,103.75978425435241,103.7609562427946,7,7,64497,50874,524,413,"('44809', '44799')",1
549.75,700.0,6.785714285714286,3701.7857142857138,5.288265306122448,1.41053605692452,1.40944188012509,103.77449402303927,103.77966346202638,21,9,11551,13833,73,0,"('48011', '48111')",1
