,lat,lon,def
85,1.27706561928684,103.79023432729963,-9811
86,1.27604240853686,103.79318399639808,36155
87,1.27481499269165,103.79673994290195,18359
88,1.27426303773784,103.79839350407595,7278
89,1.27341871854745,103.80055546758587,1821
90,1.27269303340787,103.80398363214624,6219
91,1.27188454577735,103.80630000533797,-7002
92,1.27118550385957,103.80941810434497,72650
93,1.26994046445496,103.81315419081787,-11251
94,1.2686352773503,103.81546952380809,-32093
95,1.26607869101924,103.81977877391114,-189858
96,1.26592360897281,103.8222827803663,291337
97,1.26804601553507,103.82722490505579,10268
98,1.27046005041763,103.829792773326,58
99,1.272538056,103.8364069,-844
100,1.27272393115133,103.84140618785226,16461
101,1.27397836925637,103.84489562922414,36755
102,1.2778259536079,103.8481011719729,41776
103,1.27990609626764,103.84940030424481,12610
104,1.28207492207952,103.85086074925066,43988
105,1.28561840945474,103.85342223246427,118725
106,1.29095592348389,103.85453419435228,-5742
107,1.296265,103.857666,12653
108,1.30032715605093,103.8624541086332,-5712
109,1.30712803633755,103.87548108759093,-8765
110,1.3074963710946,103.8798058337351,3146
111,1.30751703730041,103.88500750064323,-2286
112,1.30845544825732,103.88847214403829,236580
113,1.30913166702397,103.89180000002517,-6650
114,1.30801114591342,103.8951960850957,-93958
115,1.303782,103.8967661,-39647
116,1.30270333303256,103.89931388900563,-15564
117,1.30370246223719,103.90129169936806,-42352
118,1.30477657929676,103.90293341562067,-37348
119,1.30722207111074,103.90676515165585,8167
120,1.30878111099591,103.91089222198016,-15944
121,1.30939538245506,103.91428724575974,-18006
122,1.3098029425373,103.91602380242344,8097
123,1.31065440276409,103.91866922380741,-2508
124,1.31199515605411,103.92260670662348,-13418
125,1.31293014528666,103.92634861688488,-8086
126,1.31342707975776,103.92903327944508,5341
127,1.31398835332345,103.93157431388184,-467
128,1.31438169513219,103.9351058006447,-29082
129,1.31475174256228,103.93834590911955,-25949
130,1.31504670788151,103.94089937209914,-76073
131,1.31619439069366,103.94430577752213,-11655
132,1.31710244970995,103.94737959133388,-59873
133,1.31843666702467,103.95138333302127,-20191
134,1.31990193658073,103.95514880285305,19475
135,1.32190305598591,103.95468472199643,58488
136,1.32501115145725,103.95232021806196,29886
137,1.3264647104527,103.95116420801885,54046
138,1.32956968334939,103.94880115987219,-26473
139,1.33146,103.94739,-36026
140,1.33292331447242,103.94719977411023,-13276
141,1.33407653133395,103.9498516702887,-29086
142,1.33638500905398,103.9510568939649,52246
143,1.33941652681162,103.94850088671714,104176
144,1.3482019444416,103.94189805552267,-87747
145,1.35313809279079,103.9412639409046,-246323
146,1.35046610176969,103.87168992264617,535605
147,1.34698958928417,103.87205488524701,-9575
148,1.34483265931476,103.8710922003054,-12373
149,1.34196277802503,103.8709686110327,1965
150,1.33845332842129,103.87084881783568,175860
151,1.337778056,103.8736111,-8676
152,1.33477611102342,103.87831166701761,-81091
153,1.33290666703267,103.87871499999147,27101
154,1.32930256265165,103.87975573742911,-64049
155,1.32662552821417,103.88054354805391,962
156,1.32322990499562,103.88145725676175,5810
157,1.31982276662398,103.88194665985091,44815
158,1.31628194302502,103.88202243551633,-254645
159,1.31274483593155,103.88080516731976,-23209
160,1.31214703288286,103.87715016317217,161617
161,1.31077707819718,103.87363663982293,-3966
162,1.30992336177794,103.87144344651483,8224
163,1.3094187398083,103.86753497349068,-2594
164,1.30774601733202,103.8642627465441,-28564
165,1.30568635716829,103.86543994417883,480
166,1.3032136089394,103.86501584807763,-22360
167,1.3020199999911,103.86326333301203,3655
168,1.30041667676526,103.86044115259938,12747
169,1.29907492488417,103.8589102973441,-7377
170,1.297085,103.856894,-11827
171,1.29428694178246,103.85503809424233,-17482
172,1.290106,103.85464,-24248
173,1.274632,103.801892,92782
174,1.276978,103.8023815,14197
175,1.28087089714667,103.8021033300325,23028
176,1.2859468736223,103.80251884462385,-11720
177,1.28941805603102,103.80228694398484,43914
178,1.29119666696879,103.80045500000118,25206
179,1.29624499998226,103.79952333299494,27511
180,1.29872166703909,103.8002979755481,52260
181,1.30213305598263,103.79839083302141,-233750
182,1.30535666699303,103.79479722196947,-64262
183,1.30722333300814,103.79227638896938,18775
184,1.30934571218561,103.78945112775229,-69599
185,1.3110673548964,103.78932237623975,55126
186,1.30931022636473,103.78968608347117,15330
187,1.30740138898924,103.79254222202354,32933
188,1.30627521395682,103.79427940117534,96975
189,1.30270500001823,103.79838166697326,267237
190,1.29882892782979,103.80097389222824,-58314
191,1.2954609366563,103.79952549937242,-34035
192,1.29245762862665,103.79998683928974,-15697
193,1.29013472201419,103.80202111098815,-23696
194,1.28665742231261,103.80334129425303,-41904
195,1.28091055556275,103.80252305556165,-22351
196,1.27686194443878,103.80270111113056,-43003
197,1.274590541032,103.80216344738955,-72959
198,1.29527259171342,103.85533686181174,11150
199,1.29695888888745,103.85655611109846,20657
200,1.29919826103807,103.85864518302436,21936
201,1.30088304437602,103.86066098182194,-11139
202,1.30211332865049,103.86295598167331,-54350
203,1.30338444400173,103.86483888898641,15354
204,1.30647555600578,103.86452527798744,-2049
205,1.30972720802554,103.86737828692955,3041
206,1.31107705658993,103.8713149052975,56725
207,1.31251499997324,103.87326194447365,21092
208,1.31380009198455,103.87655394006379,-134435
209,1.31489775184137,103.88095141640784,-31582
210,1.31621665907428,103.88168156879213,215390
211,1.31935333297674,103.88173111103306,5119
212,1.32317687661433,103.88116008329277,-2695
213,1.32640814876454,103.88033937941422,9036
214,1.3292670732562,103.87941087761011,42236
215,1.33340805598283,103.87841250002135,-28448
216,1.33627202154131,103.87777948299751,100102
217,1.3375,103.87444,970
218,1.33836472248768,103.8704496726279,-173410
219,1.34142999996834,103.87049194397346,-7762
220,1.34509852230089,103.87077171254077,-1754
221,1.34682778451192,103.87156809881778,697
222,1.3489790064228,103.87277432797597,79202
223,1.35149112412235,103.87515194713767,24964
224,1.35432115760902,103.87823575937183,-29677
225,1.3570580828827,103.88161613087621,-12415
226,1.36050444441455,103.88535194446017,185661
227,1.36259166703136,103.88754805602413,2163
228,1.36415166798646,103.8891427848695,-126817
229,1.36623834226067,103.89129134480065,-10244
230,1.36756333302324,103.8927594439902,-27492
231,1.37122666703205,103.89261000001046,48681
232,1.370423,103.890741,10283
233,1.3699286957754,103.88933520735068,17697
234,1.37136834322266,103.88702988625133,-25514
235,1.3729130421635,103.88633750747994,-64780
236,1.37481110511316,103.88808212175417,-24711
237,1.37809447450304,103.88930278976599,-43658
238,1.37980640697067,103.88818499902484,-44575
239,1.37938472998807,103.88640309201648,-70967
240,1.37912306945844,103.88326933020046,21026
241,1.37977511312504,103.88135493816362,-27564
242,1.38172660405235,103.88144339399805,-17630
243,1.383486,103.882607,-6685
244,1.38486,103.882346,-2777
245,1.384484444,103.8813056,3224
246,1.382511944,103.8797475,11659
247,1.38029830580566,103.88167284722846,6593
248,1.37936944398935,103.88260194401967,-29063
249,1.37809338718149,103.88468027114665,-19766
250,1.37715998902026,103.88690877548076,41346
251,1.37528677811119,103.88918760776436,57642
252,1.37291834719604,103.88673982857989,34554
253,1.37143555507852,103.88805955105329,25493
254,1.36983992146019,103.88956725593734,-19024
255,1.37060388901687,103.8908113889665,-30602
256,1.37139998302648,103.89170972978319,-140750
257,1.368308353364,103.89393838248249,55906
258,1.36637999879956,103.89194715850095,23183
259,1.36437667280221,103.88984149586426,197796
260,1.36219166668854,103.88752277779692,-7544
261,1.36026000003341,103.88538416663954,-340479
262,1.35727472200293,103.88218027802674,-14487
263,1.35347964311763,103.87800141702434,42942
264,1.35169173270668,103.87595332312252,-39296
265,1.35056391832311,103.87470953705504,-137738
266,1.37060695394614,103.89266808874676,118162
267,1.37016500002901,103.89535999996711,164321
268,1.37239666924933,103.89777362456783,51781
269,1.37557886299976,103.90111900001394,3447
270,1.37839309319848,103.9032366204475,-37408
271,1.37998423176832,103.90195091871207,18118
272,1.37948933048443,103.89872566951759,7745
273,1.37972132476485,103.89527238603087,12620
274,1.38393305306468,103.89303978530081,-327670
275,1.38776797851536,103.89401435851151,-59572
276,1.38864779457077,103.89505169031366,-19278
277,1.3889487081629,103.89689165133598,10637
278,1.39059955869523,103.89742612835978,108579
279,1.3923391568303,103.89606816606354,443995
280,1.39385005995777,103.89167010585574,-17703
281,1.39424377787036,103.88869095686496,-67116
282,1.39454660425441,103.88618230819876,-12521
283,1.3954939065925,103.88094503218825,-61179
284,1.39504999232889,103.87700000087196,-26319
285,1.393047,103.875914,-27909
286,1.39068028707514,103.87467870992985,4665
287,1.39106694073297,103.87060612962611,-3609
288,1.392881,103.869086,-6295
289,1.395245,103.871524,-3595
290,1.39705024252478,103.87307298530668,-20054
291,1.39955011852479,103.87232065200857,-4888
292,1.40222194447692,103.87138805557646,47811
293,1.40885009957996,103.87095311541565,-1727
294,1.4113435,103.873544,-7206
295,1.41360008537368,103.87287372479017,15
296,1.409829,103.872581,9099
297,1.40885699822728,103.8711692911676,-1975
298,1.40231306085319,103.87194871751426,-40205
299,1.39978638898633,103.87243527803194,403
300,1.39851660309414,103.8729604565282,-7451
301,1.39652972197871,103.87311388899468,26072
302,1.39506,103.871495,4780
303,1.3937,103.869287,9314
304,1.3913169267408,103.8701030697383,-17411
305,1.39087538517899,103.87466488789592,-5457
306,1.392329,103.87567,14013
307,1.39545828505824,103.87697696683591,21898
308,1.39600529337669,103.87927293767908,66838
309,1.39478256874239,103.88633251190507,-19751
310,1.39459040201234,103.88844266691056,49511
311,1.39425676218487,103.89144488028346,27485
312,1.39290842289238,103.89531738456282,-264641
313,1.39101786005668,103.89778017996501,-130677
314,1.38908889970693,103.89710881285436,11173
315,1.38837810902521,103.8953369095349,20821
316,1.38776293807936,103.89426271274473,77805
317,1.38334470717282,103.8932683273077,263521
318,1.38013294516415,103.8947798896038,-7218
319,1.37971349716278,103.89819238601865,-9767
320,1.38018738604916,103.90138066955191,-32524
321,1.37820165544364,103.90352727356866,22278
322,1.37526504951859,103.90134716214978,2904
323,1.37249135705281,103.89837470452339,-13427
324,1.3703713899857,103.89603248614272,-27126
325,1.354019,103.874925,-2280
326,1.35744648841295,103.87383985365209,-107857
327,1.36083138898279,103.87346222201559,-11207
328,1.36426277802723,103.87403972199432,-33545
329,1.36617789459924,103.87492029493984,-32622
330,1.36816,103.875784,-27355
331,1.37212119701131,103.87653938842564,-29782
332,1.37594188334629,103.87684285462154,-54395
333,1.37974139718092,103.87650111729936,11897
334,1.38256500000442,103.87673500001087,-17574
335,1.385515,103.875233,-7389
336,1.38705245959807,103.87298447808229,-98590
337,1.38773464426252,103.869986495669,-6940
338,1.38990180700693,103.86883700264016,-5685
339,1.39317909764213,103.8724709608888,-13356
340,1.40719212135322,103.87206315994297,-4686
341,1.40559323576727,103.86681241814273,-3113
342,1.40378584520974,103.86344710129676,-5183
343,1.40580853768965,103.85999518683653,-3573
344,1.41076903489058,103.86179481507453,-137
345,1.41460695862945,103.86188939696589,-10113
346,1.42043301652737,103.86347697141191,4706
347,1.42333311184046,103.86619112165944,1858
348,1.42704251041342,103.85535247743789,5764
349,1.42408305602704,103.85251851284276,25988
350,1.42301388896819,103.85136389998303,-430
351,1.4233562505923,103.84695938114267,87141
352,1.42637371131971,103.84259503772017,72595
353,1.42599217250432,103.84064406907125,-13963
354,1.42345056032348,103.83882425770956,-10654
355,1.424583611,103.8350086,-191045
356,1.4284,103.8360975,1304202
357,1.42657294826877,103.83536957259517,105990
358,1.42367163179884,103.83864456915899,-40300
359,1.42548192920513,103.84020205228329,11745
360,1.42711698762084,103.84169418862261,-59394
361,1.42569613726662,103.84360741617542,-44993
362,1.42357927683882,103.84747960044407,-151036
363,1.4232168633454,103.85125812567784,-3300
364,1.423939,103.852066,-19715
365,1.425903,103.853576,-8081
366,1.42698397142724,103.85550329736579,-954
367,1.42306890210566,103.86626907370781,-1457
368,1.41891604556531,103.86279700000911,5217
369,1.4144389729383,103.86207999648197,102
370,1.4107138403801,103.86188409763393,-886
371,1.40606522969086,103.86016462232045,8077
372,1.40400332581506,103.86349233396736,4824
373,1.40570196065228,103.86666745163518,-276
374,1.40757217631739,103.87228032413654,3840
375,1.39312162118162,103.87264955115819,33599
376,1.39029406445756,103.86916019529639,8119
377,1.38802587904105,103.87037184486725,3060
378,1.3873944756683,103.87302341120069,92671
379,1.38580333301583,103.8753413890144,2264
380,1.38224166699882,103.87700083300696,22396
381,1.37995970749936,103.87686804999332,43028
382,1.37679164872283,103.87713655364794,103254
383,1.37202330151763,103.87690900449827,12773
384,1.368497,103.876166,3049
385,1.36605804817414,103.87522122785421,51974
386,1.36327972197547,103.87383805598819,35042
387,1.36133997852966,103.87363460960414,1027
388,1.35999305129204,103.87393532776181,-8724
389,1.356702,103.874108,18997
390,1.35489972198729,103.87452555599006,2080
391,1.35021638901553,103.86930944403264,16357
392,1.34926598081238,103.86593883283692,-10282
393,1.35148729748638,103.8632462430678,-4018
394,1.35017159420349,103.86143525134639,-14192
395,1.34602837489201,103.86040421534554,1858
396,1.34314389988912,103.85856611406128,-8825
397,1.34309745890513,103.85622585798508,-35249
398,1.33974408909931,103.8529812160764,-116516
399,1.33702420555118,103.84992957112877,-67135
400,1.33412194449168,103.84894805557066,20256
401,1.33318499999452,103.84678305554863,-19659
402,1.32931477158443,103.84382885735747,25364
403,1.325881667006,103.8345342161876,1657
404,1.3249247219882,103.82735055603025,-35868
405,1.322585278,103.8262153,-109469
406,1.319241,103.825711,-30569
407,1.317033,103.826044,6917
408,1.31388805600649,103.82738777802837,-12706
409,1.31258333303153,103.83191222199584,22937
410,1.30731999685228,103.83316088291699,-165059
411,1.30453752623147,103.82914529614989,46845
412,1.30397379238249,103.82699645124522,-21987
413,1.30391999998489,103.82333805603095,-49125
414,1.30543500002797,103.82177666702269,-1436
415,1.306504,103.81932,-53095
416,1.30633972996805,103.81430670816292,-671
417,1.30692642897557,103.81186453577433,-21019
418,1.30838779885113,103.80939522851014,4590
419,1.310019,103.805506,-4638
420,1.30946135492693,103.80334087354639,-3185
421,1.305441389003,103.80185250000659,-36231
422,1.30236853162324,103.80161762237655,-7627
423,1.30801640815091,103.7883731546267,47228
424,1.30781638901709,103.78423666696615,28700
425,1.30965490194051,103.7812018067838,8150
426,1.31123416666912,103.77838361113201,5745
427,1.31235972197855,103.77552750001337,-18052
428,1.31169519353522,103.76960993525367,-34944
429,1.31240993603605,103.76685476875124,-246560
430,1.31497399268611,103.76502698264449,-636796
431,1.31749570803723,103.7638854582427,19500
432,1.31993714188512,103.76221926730373,-71045
433,1.32425805601593,103.7591472219987,2571
434,1.32615808379173,103.75545022241596,-20818
435,1.32790100001681,103.75101499996688,45104
436,1.33008349967851,103.74828366332322,11033
437,1.33446189256828,103.74767782537164,79745
438,1.33901303401774,103.74603439301079,-12273
439,1.34045649755771,103.74395996871245,32703
440,1.33862623918679,103.74173313734524,-9722
441,1.33618166701348,103.73944500002973,-105257
442,1.33418677275445,103.74070680700304,-1416894
443,1.33235,103.740664,765758
444,1.33576638902918,103.73884916698127,163999
445,1.33825277511898,103.74108351905207,13433
446,1.34053157728505,103.74418616293988,4087
447,1.33917889755759,103.74610320575732,3152
448,1.33515192012369,103.74794188238828,-72993
449,1.33069921313648,103.7481034124348,-11654
450,1.3280750000324,103.75140833297368,-45025
451,1.32688998200812,103.75436027668461,13862
452,1.32492720506757,103.75894333173954,-1665
453,1.32085220079341,103.76206999856427,105469
454,1.31790502165515,103.76406408827933,-7652
455,1.31528191560846,103.76536000516927,-113142
456,1.31284527799656,103.76679666702314,37561
457,1.311975556,103.7698144,54361
458,1.31266302174215,103.77479215922537,40256
459,1.31167951129602,103.77868390552867,45951
460,1.3095609201372,103.78201879388226,-12532
461,1.30807305598128,103.78475916699466,-7574
462,1.30837970735444,103.78843145303215,-18827
463,1.30265777802206,103.80118694402536,5817
464,1.30621305601609,103.80170944396954,-19766
465,1.30851972202313,103.80258027799627,-1396
466,1.31060065879064,103.80522542227166,8137
467,1.30988506093033,103.80716407830104,-34
468,1.30817280849852,103.81038349817638,15024
469,1.30671783282361,103.8145185880206,827
470,1.3067380217198,103.82013079894885,110239
471,1.30608981381948,103.8212215023314,7582
472,1.30602637557418,103.82568042620605,45408
473,1.3070135326348,103.82835507326037,63666
474,1.30587966240898,103.83049004618626,-58841
475,1.30783805600034,103.83305083303023,94938
476,1.31268555601325,103.8304269440197,-23843
477,1.31358972201496,103.82743055599407,2795
478,1.31655331624558,103.825862990405,-10291
479,1.31902531287493,103.82545561296305,-20064
480,1.32230868317131,103.82577145824762,159298
481,1.32648060854916,103.83401870730577,24534
482,1.32753637537789,103.83724817699014,-1687
483,1.32991416932901,103.84381843224321,3317
484,1.33306633976898,103.84656071660625,-82310
485,1.3343049899737,103.8487842386021,-7772
486,1.33683113907107,103.84974718092391,80826
487,1.34001833298065,103.85273333299853,126516
488,1.34338820709349,103.85469257245785,47173
489,1.34352174018964,103.85873879159365,33381
490,1.34716997902419,103.8599767808637,2049
491,1.35096671417894,103.86182938341672,22351
492,1.35096942673026,103.86484232962732,638
493,1.34937635159369,103.86604085565898,4948
494,1.35002972706339,103.86903123228186,-3393
495,1.35092163758707,103.8710690514159,-299824
496,1.34999354306126,103.75106190953444,217294
497,1.3489707828044,103.75430345301592,6884
498,1.34694984968785,103.75681389918313,33229
499,1.34406411828167,103.75861329619691,14811
500,1.34240810773422,103.75915813592935,-5899
501,1.33915373900693,103.76043841269879,-17148
502,1.33327344230787,103.7593317971408,-11772
503,1.32992124735954,103.75850603827898,-5392
504,1.30906722197973,103.79507444402137,-31575
505,1.31152857401616,103.80165517330278,12272
506,1.30386684425114,103.83413070051408,-146091
507,1.30154262450563,103.83852481842337,-2329
508,1.3004785730821,103.84184700607595,57112
509,1.29930997279734,103.84529021429745,-363506
510,1.29821382250893,103.84936128375956,-139654
511,1.29647916306741,103.85147164487202,-33634
512,1.29452091230981,103.85402155505173,-2623
513,1.29317776320814,103.85784623004031,-26139
514,1.29268553508737,103.86093156188176,35325
515,1.29070000003898,103.86092194446034,1147
516,1.28314999997332,103.86004388891767,-71393
517,1.28124500000125,103.85884799997385,4879
518,1.2775330547661,103.85561610012866,-3877
519,1.27939957419063,103.85278769921703,6225
520,1.2740788888387,103.84687388890413,-63634
521,1.27464226961973,103.84756721372408,15519
522,1.28162601329006,103.85306513725685,11158
523,1.28037660340352,103.85498006767988,-3672
524,1.28194779470571,103.85897064872482,12817
525,1.28500467671367,103.8606110538643,35986
526,1.2895030556082,103.85903388899317,26231
527,1.2899638888957,103.85640388886262,73531
528,1.29395444170081,103.85139096636622,-12689
529,1.29618544092334,103.84958029974611,33808
530,1.29811014243867,103.84780636909545,98948
531,1.29831153783592,103.8452569595532,221395
532,1.29986928715834,103.84093746088925,-39794
533,1.30027569326586,103.83877618459663,126697
534,1.30044251755834,103.83623804216019,26339
535,1.30252834773643,103.83239784275958,364315
536,1.31115316310297,103.80119919777994,-9088
537,1.31102981378085,103.79604399202725,-12644
538,1.3076441670056,103.79432583301961,-9686
539,1.32996642498284,103.75819801692671,-250
540,1.33312436803086,103.75905617435505,9205
541,1.33865749997067,103.76028055601957,17457
542,1.34169275195642,103.75908187494267,-1525
543,1.3440783607984,103.75829172450743,-32369
544,1.34648944401178,103.75681722199707,-20252
545,1.34859644473183,103.75460496382075,180
546,1.36922638899711,103.88786388897049,15234
547,1.36751402871615,103.88882988119938,-1249
548,1.3490461240579,103.87341165935781,-235928
549,1.3354995,103.872035,11495
550,1.33320166700854,103.86976166703383,9254
551,1.33099030126892,103.86922890950602,184521
552,1.32986133945973,103.86896099565628,-8704
553,1.32634025655419,103.86834025123765,-12618
554,1.32212380559601,103.87081431318353,-118516
555,1.31996473842763,103.86983042567824,44873
556,1.31717045698013,103.86600136758759,-19628
557,1.31479811892165,103.86413644350252,2062
558,1.31140805601851,103.86237888899062,-34054
559,1.31017336740849,103.86338225534827,-76554
560,1.30757426746418,103.86325596123476,-138116
561,1.30526598535719,103.86072019914616,-5859
562,1.30291236608351,103.86161817611134,-18018
563,1.3032499999752,103.8610830559663,16315
564,1.30551803523268,103.8605449516032,19300
565,1.3070916463394,103.86219695240973,202825
566,1.30950750000455,103.86350138902452,71602
567,1.31471795031338,103.86376795493321,565
568,1.31828596087227,103.86669874193286,-2498
569,1.3204097072077,103.87007832529532,-91750
570,1.32258108743147,103.87024013608315,129733
571,1.32409476572475,103.86764196002876,26014
572,1.32477289725503,103.8655673081052,9703
573,1.32933888886,103.8683861111429,-6073
574,1.33132471594343,103.86891794930561,-99714
575,1.335623,103.871938,-22596
576,1.36687207146588,103.88923358520269,-29466
577,1.36936804895468,103.88779233654836,-20724
578,1.29152694444975,103.8592061110504,-75058
579,1.29333836780589,103.86070849052753,-14080
580,1.29576571603037,103.85933814632858,4176
581,1.35258501828366,103.86824850324253,-23156
582,1.3557230306281,103.8697219448858,7284
583,1.35585499445871,103.87196190877665,149943
584,1.37513027801163,103.87905166700338,-45084
585,1.37514474329335,103.8807864140804,45291
586,1.37454805598778,103.8839677779891,72799
587,1.37548640364406,103.8845866729986,29250
588,1.37837333826782,103.88445923003084,27847
589,1.3795683329839,103.88576472203239,66810
590,1.38153999996628,103.88805638900106,39590
591,1.38288638899819,103.88911083301012,1735
592,1.38533638989648,103.8907421565758,-30173
593,1.38809305404187,103.89167879073923,4193
594,1.39203289077574,103.89307115004729,19857
595,1.39451056390105,103.89388277014375,2282
596,1.3972004371065,103.89490664468322,-5537
597,1.39591721161169,103.90542736761212,81406
598,1.3780301775267,103.93278653475954,-87050
599,1.37889759950996,103.93596534133927,30339
600,1.37741830757924,103.93793201117523,26313
601,1.37599439507295,103.939861116152,13889
602,1.3744627816256,103.94180578126523,49385
603,1.3737108000359,103.94351079998545,42461
604,1.37274960000662,103.94597779999948,26889
605,1.37159118708865,103.94834855629753,-157324
606,1.36963556960047,103.95158314847573,14577
607,1.36936138996292,103.95506338293471,-44468
608,1.36869168470813,103.95815838787027,-21480
609,1.366365,103.958641,0
610,1.36476141959655,103.95905802330991,-42000
611,1.36488943048941,103.96176906896966,-9270
612,1.36733773244319,103.96424470880473,-28108
613,1.366943,103.965843,10525
614,1.36722636029551,103.96801787240187,-2487
615,1.36905889178012,103.96968330432956,-50791
616,1.37118600522884,103.97184133530571,-74502
617,1.37300166698251,103.97371333299213,-45232
618,1.37652810391204,103.977166226331,-29090
619,1.37965443818622,103.97838930249063,-30276
620,1.38328110134472,103.97812168830427,-1283
621,1.38667053181061,103.97916912424074,-31832
622,1.38790615442763,103.98177807887794,-16627
623,1.38779999993686,103.98547333334741,-29160
624,1.38819494717642,103.98723382929484,-70419
625,1.38969812175274,103.98762553601895,-13821
626,1.38894186746545,103.98734296938127,92950
627,1.38749994542049,103.98573364026825,30289
628,1.38768581439487,103.98202131073424,15202
629,1.38664086819653,103.97959306203218,31437
630,1.3837089764569,103.97844860768319,428
631,1.37859016739254,103.97870069719525,27975
632,1.3757102208247,103.976778734029,25490
633,1.37320003118402,103.97437194693713,52644
634,1.37149806503652,103.97258859531347,43182
635,1.36955111611083,103.97064054814314,62953
636,1.3673740332815,103.96847160564306,1315
637,1.36705781222851,103.96535083584567,-34468
638,1.3671897219745,103.96432861100051,54215
639,1.36477,103.96189,7944
640,1.3646,103.95896,31569
641,1.367108,103.959059,0
642,1.36824361151738,103.95848117561664,37062
643,1.36908504460753,103.95508527984948,79231
644,1.36944854648197,103.95130450100082,-11821
645,1.37116337071002,103.9483810573245,19461
646,1.3726630000055,103.94557280001845,-13085
647,1.37376489998905,103.94266590001561,-65992
648,1.37531331487507,103.940272636011,473
649,1.37670503142246,103.93844026085439,6290
650,1.37837166677052,103.93618729229594,-34254
651,1.3782973982979,103.93338764757789,89149
652,1.39527356921611,103.90539999997036,-54586
653,1.39790048032037,103.8953647897483,26607
654,1.39495624396821,103.89436833778728,-38496
655,1.3923095386042,103.8934666647416,-96847
656,1.38825138740075,103.89208955744495,9504
657,1.38575273465234,103.89121528705635,31096
658,1.383046111,103.88960583301704,-3741
659,1.38133333296872,103.88821499999295,-32346
660,1.37595638900393,103.884701388976,-15607
661,1.374401340713,103.88353995121632,-57366
662,1.37488764981722,103.88067688397112,-41085
663,1.3748828566071,103.87828864496953,37075
664,1.35553141738293,103.87212299732872,-34804
