id,lat,lng,planningArea,tap_in,tap_out,deficit,avg_flow,pop_multiplier,pop_estimate
01012,1.29684825487647,103.85253591654006,DOWNTOWN CORE,97217,113208,-15991,105212,0.02191640428654305,34
01112,1.30009212839081,103.85520027125814,ROCHOR,529566,296319,233247,412942,0.10652548638423387,695
01121,1.30393809691048,103.85867999243207,ROCHOR,160654,122176,38478,141415,0.03648042983524668,238
80279,1.30514903438296,103.88342000727887,KALLANG,132826,35247,97579,84036,0.008534174577876424,437
91099,1.30320972763591,103.88471920227425,MARINE PARADE,46732,93973,-47241,70352,0.01789930470747236,438
91041,1.30100303875383,103.8865107850326,MARINE PARADE,46477,39718,6759,43097,0.010964952453063684,268
91051,1.30046470843446,103.88946922448878,MARINE PARADE,21759,35059,-13300,28409,0.007227958656961881,177
91061,1.30060777798346,103.89256694398647,MARINE PARADE,16469,29073,-12604,22771,0.005793510738768664,142
91071,1.30171305700998,103.89599084091456,MARINE PARADE,5621,16224,-10603,10922,0.0027788294009411687,68
84159,1.31664972197451,103.93304055596909,BEDOK,111865,46742,65123,79303,0.003229567416013349,433
84119,1.31968902766581,103.93506805500876,BEDOK,178314,189473,-11159,183893,0.007488932837760775,1005
84149,1.32047933475714,103.93839375752798,BEDOK,40650,47475,-6825,44062,0.0017943986921601979,240
84089,1.3206814195738,103.9400309260245,BEDOK,62604,72748,-10144,67676,0.0027560647698841078,369
84079,1.32099303797206,103.94325305782594,BEDOK,45930,32149,13781,39039,0.001589840010513412,213
84109,1.32350836424044,103.9441209521673,BEDOK,131119,83604,47515,107361,0.004372212745427148,586
85091,1.32754912682416,103.94636119805759,BEDOK,566241,601761,-35520,584001,0.0237830927016533,3191
85101,1.32931499760121,103.95071705887575,BEDOK,12411,39011,-26600,25711,0.0010470651530600256,140
96011,1.33167675245972,103.9535299850262,TAMPINES,25046,21823,3223,23434,0.0009781003033221185,254
96021,1.33397805603359,103.95663722202137,TAMPINES,4653,5777,-1124,5215,0.0002176663429984146,56
96031,1.33590500003397,103.95837000001772,TAMPINES,11920,14649,-2729,13284,0.0005544544008419827,144
95901,1.33857587129254,103.96020709087523,TAMPINES,11097,12134,-1037,11615,0.0004847928233799781,125
96201,1.34068848247811,103.95925914106326,TAMPINES,20386,23257,-2871,21821,0.0009107760825634526,236
96191,1.34285666698806,103.95774638900882,TAMPINES,23885,14769,9116,19327,0.0008066802322397621,209
96181,1.34563053684832,103.95770528781159,TAMPINES,36647,79703,-43056,58175,0.0024281379681558523,631
96121,1.34719360554366,103.95776019526973,TAMPINES,167948,111446,56502,139697,0.005830744989041136,1515
76101,1.35303315550855,103.95480210652737,TAMPINES,451945,550537,-98592,501241,0.020921053773896133,5437
76031,1.35507956918888,103.95529781026745,TAMPINES,355291,256293,98998,305792,0.012763303232631102,3317
76231,1.35666908955685,103.95736200626966,TAMPINES,188492,147809,40683,168150,0.007018330886899984,1824
76241,1.35845802746258,103.95917058122039,TAMPINES,282242,197133,85109,239687,0.010004178859877469,2600
98011,1.36221388889515,103.96291600002557,PASIR RIS,122110,148075,-25965,135092,0.012738294949443136,924
98091,1.36432808773556,103.9631266198707,PASIR RIS,64674,83984,-19310,74329,0.007008740157057108,508
78079,1.36995048419615,103.95691414168428,PASIR RIS,72134,63896,8238,68015,0.006413371117359836,465
78089,1.37361141865113,103.95608873577847,PASIR RIS,78754,92361,-13607,85557,0.008067467362904587,585
78101,1.375053,103.954039,PASIR RIS,198383,179600,18783,188991,0.017820619287524115,1292
10051,1.2774116353284,103.83214410914843,BUKIT MERAH,72095,98798,-26703,85446,0.004979433597732559,753
10061,1.27860472196885,103.82948638898173,BUKIT MERAH,63379,89496,-26117,76437,0.0044544269586625895,673
10071,1.28045309423663,103.82638920754815,BUKIT MERAH,219695,292840,-73145,256267,0.014934163211737584,2258
10371,1.28365072319387,103.824502653383,BUKIT MERAH,162595,94925,67670,128760,0.007503591391569462,1134
10171,1.28736808047078,103.82346004890803,BUKIT MERAH,42774,55213,-12439,48993,0.002855106034849042,431
10181,1.28850399420484,103.82109741719866,BUKIT MERAH,87817,93476,-5659,90646,0.0052824677328378805,798
10191,1.28860026020096,103.81903121724014,BUKIT MERAH,139095,170203,-31108,154649,0.009012293453827475,1363
10201,1.28928144532567,103.81662854691157,BUKIT MERAH,334296,261418,72878,297857,0.017357853534628032,2625
11539,1.29117049549107,103.80786180498694,BUKIT MERAH,17908,25617,-7709,21762,0.0012681978554157708,191
11529,1.28903120647732,103.8060909305284,BUKIT MERAH,30384,123851,-93467,77117,0.004494054499407131,679
14041,1.2732727805917,103.81247079301698,BUKIT MERAH,73694,114856,-41162,94275,0.005493950593664267,830
14349,1.27579029839825,103.81339813671549,BUKIT MERAH,17172,65875,-48703,41523,0.002419785844611205,365
14339,1.276660654539,103.81124504785828,BUKIT MERAH,35571,97836,-62265,66703,0.003887170368063512,587
14329,1.274547,103.809425,BUKIT MERAH,64052,89369,-25317,76710,0.004470336250755619,676
14491,1.27278805556375,103.8079488888896,BUKIT MERAH,39431,16707,22724,28069,0.0016357432958213982,247
14501,1.27687216148362,103.80648081848618,BUKIT MERAH,42028,58928,-16900,50478,0.0029416455907396964,444
14391,1.27790999999895,103.80858611110148,BUKIT MERAH,47816,42111,5705,44963,0.002620254580142418,396
14331,1.27694611110347,103.8110680555484,BUKIT MERAH,50932,21549,29383,36240,0.0021119148185032408,319
14341,1.2759338888633,103.81347388887318,BUKIT MERAH,28997,5759,23238,17378,0.0010127167692038997,153
14049,1.27324166755337,103.81304231999674,BUKIT MERAH,68313,28176,40137,48244,0.002811457464234833,425
11521,1.2885710102662,103.80543003047167,QUEENSTOWN,181989,64855,117134,123422,0.010718285435595455,1028
11531,1.29108833302538,103.80753083302794,BUKIT MERAH,33051,21170,11881,27110,0.0015798568082125515,238
10209,1.28954631749853,103.81672885450702,BUKIT MERAH,357266,400232,-42966,378749,0.022071899160962583,3338
10199,1.28875723330649,103.81936618662205,BUKIT MERAH,119841,60748,59093,90294,0.005261954652923059,795
10189,1.28858805222806,103.82183192865197,BUKIT MERAH,116936,111188,5748,114062,0.006647053753535228,1005
10179,1.28722333302937,103.82395833301354,BUKIT MERAH,47844,36407,11437,42125,0.0024548678733291676,371
10379,1.28373603376667,103.82489520929732,BUKIT MERAH,77471,150453,-72982,113962,0.006641226174013972,1004
10079,1.2803950142786,103.82708906887606,BUKIT MERAH,319304,234164,85140,276734,0.01612689391235309,2439
10069,1.27855472196877,103.83008250001669,BUKIT MERAH,59657,45695,13962,52676,0.0030697357886169075,464
10059,1.27739664167497,103.83275178077875,BUKIT MERAH,54759,44006,10753,49382,0.0028777753191867286,435
06011,1.28165999996967,103.83801388886192,BUKIT MERAH,170358,91363,78995,130860,0.007625970561515842,1153
06051,1.28475980959972,103.83405671725487,BUKIT MERAH,145420,186904,-41484,166162,0.0096832226841097,1464
06071,1.28685859481289,103.83360028266564,BUKIT MERAH,36537,25700,10837,31118,0.0018134261954244992,274
06081,1.28837086415387,103.83349881780524,BUKIT MERAH,37243,37761,-518,37502,0.002185458872061494,330
10221,1.29032906602668,103.83111793441608,BUKIT MERAH,25658,30146,-4488,27902,0.0016260112380209004,245
10231,1.29041850946952,103.82788100149519,BUKIT MERAH,79470,98025,-18555,88747,0.005171801997729225,782
10389,1.28875832991208,103.82573455047122,BUKIT MERAH,124415,85616,38799,105015,0.006119832634247181,925
10169,1.28599961406266,103.82748123930962,BUKIT MERAH,854163,1011404,-157241,932783,0.05435867108575907,8221
10121,1.28259924598805,103.82890541983913,BUKIT MERAH,33808,122975,-89167,78391,0.004568297862507935,690
10501,1.28105845355429,103.82528065411316,BUKIT MERAH,28890,24962,3928,26926,0.00156913406189344,237
10369,1.28037471151153,103.82387343933006,BUKIT MERAH,75654,167262,-91608,121458,0.007078061534927336,1070
14039,1.27663637861466,103.82345826768822,BUKIT MERAH,86518,134622,-48104,110570,0.006443554676652963,974
14291,1.27468440821038,103.82132649422054,BUKIT MERAH,101357,135421,-34064,118389,0.006899213119419983,1043
14269,1.27758480623244,103.81999451121168,BUKIT MERAH,78782,141050,-62268,109916,0.0064054423065839465,968
14259,1.27784501068205,103.81865821941,BUKIT MERAH,51934,39816,12118,45875,0.002673402105376274,404
14279,1.27591552267791,103.81920892602811,BUKIT MERAH,213590,206997,6593,210293,0.012254991802635267,1853
14319,1.273483,103.820637,BUKIT MERAH,24380,39266,-14886,31823,0.0018545106310493553,280
14489,1.272377,103.82159,BUKIT MERAH,26043,40582,-14539,33312,0.0019412832901208599,293
14309,1.27128899958763,103.82302593897191,BUKIT MERAH,37701,48824,-11123,43262,0.00252112745248585,381
14379,1.27243833303297,103.82379361102515,BUKIT MERAH,119324,109055,10269,114189,0.006654454779527224,1006
14031,1.27624277802151,103.82306027800865,BUKIT MERAH,194477,73088,121389,133782,0.0077962524351269475,1179
10361,1.28038092060065,103.82353025808791,BUKIT MERAH,153207,63723,89484,108465,0.0063208841277305194,956
10129,1.28231999999009,103.8285719444802,BUKIT MERAH,85088,24385,60703,54736,0.0031897839267547847,482
10151,1.28572048365401,103.8285292287095,BUKIT MERAH,88593,133401,-44808,110997,0.006468438441208727,978
10161,1.28593135445772,103.82668969231534,BUKIT MERAH,911421,618536,292885,764978,0.04457970127011513,6742
10381,1.28906972186602,103.82559411728036,BUKIT MERAH,51988,79794,-27806,65891,0.003839850422350912,580
10239,1.29060688839488,103.82865297447873,BUKIT MERAH,109999,94723,15276,102361,0.005965168673753042,902
10229,1.29052137840164,103.83178189529583,BUKIT MERAH,20252,20029,223,20140,0.0011736745155809954,177
06069,1.28623157720487,103.83496162445665,OUTRAM,47057,46668,389,46862,0.01498432245039173,136
06049,1.28474856880259,103.83517705055233,BUKIT MERAH,67621,46271,21350,56946,0.0033185734341745466,501
06029,1.28177041153491,103.8383828488293,BUKIT MERAH,110977,224668,-113691,167822,0.009779960504162553,1479
10141,1.28583847140468,103.83238179897589,BUKIT MERAH,215311,137900,77411,176605,0.010291796813514484,1556
10241,1.2906166672167,103.82362326803131,BUKIT MERAH,59048,56314,2734,57681,0.0033614061436557795,508
10261,1.29090335842692,103.82047232884216,BUKIT MERAH,20877,30126,-9249,25501,0.0014860910537155393,224
10271,1.29115999997607,103.81757666701353,BUKIT MERAH,21969,55172,-33203,38570,0.0022476974213485102,339
10479,1.29668100002552,103.81547381025995,QUEENSTOWN,6803,15355,-8552,11079,0.0009621289911114878,92
10469,1.29668400003303,103.81216918970023,QUEENSTOWN,38245,49994,-11749,44119,0.003831407975345043,367
11499,1.29685053610951,103.80788663334461,QUEENSTOWN,52328,37002,15326,44665,0.0038788240263556823,372
11489,1.298817,103.804395,QUEENSTOWN,49712,40607,9105,45159,0.003921724262984356,376
11469,1.30113503392421,103.80188584326886,QUEENSTOWN,10684,10000,684,10342,0.0008981260065055517,86
11439,1.30606472198412,103.80029777801455,QUEENSTOWN,89928,56828,33100,73378,0.0063723351484591345,611
11429,1.30454000002017,103.7983633329984,QUEENSTOWN,18733,16051,2682,17392,0.0015103662255989707,144
11471,1.29951892595663,103.80315156606572,QUEENSTOWN,22477,20264,2213,21370,0.0018558260258193424,178
11481,1.29811518922625,103.8060054035445,QUEENSTOWN,25373,35662,-10289,30517,0.002650175144123953,254
11491,1.29710202847016,103.8076364994003,QUEENSTOWN,24124,36357,-12233,30240,0.002626119748281559,251
10461,1.29680597432594,103.81169140516062,TANGLIN,38357,32602,5755,35479,0.017758066058063706,179
10471,1.29679993078344,103.81468220659576,TANGLIN,7550,5570,1980,6560,0.0032834328290227434,33
10279,1.29151373164978,103.81757660887743,BUKIT MERAH,40403,19731,20672,30067,0.0017521783346560967,265
10269,1.29125331927458,103.82057583280772,BUKIT MERAH,16898,11245,5653,14071,0.0008199987144359576,124
10249,1.29088138899671,103.82407777797806,BUKIT MERAH,56830,45614,11216,51222,0.0029850027823778423,451
10149,1.28606797463712,103.83283384311112,BUKIT MERAH,194652,242880,-48228,218766,0.012748762615471303,1928
10009,1.28210155945393,103.81722480263163,BUKIT MERAH,710780,682917,27863,696848,0.04060937134228329,6142
10659,1.28362333298689,103.81472833301791,BUKIT MERAH,31760,6108,25652,18934,0.0011033939065546458,166
10101,1.28506195168861,103.8137833011436,BUKIT MERAH,95060,103324,-8264,99192,0.005780492678724433,874
10111,1.28592835098556,103.80935410958449,BUKIT MERAH,136251,180818,-44567,158534,0.009238694918228279,1397
10131,1.28619141382394,103.80686549059318,BUKIT MERAH,167815,101181,66634,134498,0.007837977904499142,1185
08137,1.30073968408393,103.84100500816844,ORCHARD,47263,17439,29824,32351,0.009131555251963859,8
08019,1.29624633745957,103.84407009228418,MUSEUM,28863,26181,2682,27522,0.0145023836033802,7
04329,1.29197057108024,103.84328384973516,SINGAPORE RIVER,35692,40289,-4597,37990,0.028864096376754335,49
06161,1.28901705678419,103.83994286096711,OUTRAM,63880,67503,-3623,65691,0.021004974736218752,191
06151,1.28870976841461,103.83737276969174,SINGAPORE RIVER,44267,97180,-52913,70723,0.05373402179660955,92
14389,1.27428160509375,103.82500895193466,BUKIT MERAH,68448,173031,-104583,120739,0.007036161238169504,1064
14381,1.27413014152159,103.82554290547176,BUKIT MERAH,183967,109924,74043,146945,0.008563336727509899,1295
14029,1.27247333301883,103.82418777803016,BUKIT MERAH,115913,60019,55894,87966,0.005126288601668215,775
14019,1.2684889249437,103.82571717446542,BUKIT MERAH,11091,20398,-9307,15744,0.0009174941198265736,138
14519,1.25352193438281,103.82570322127442,SOUTHERN ISLANDS,2784,46163,-43379,24473,0.526221859074978,484
14521,1.256432,103.820911,SOUTHERN ISLANDS,78,6508,-6430,3293,0.0708065452512525,65
14539,1.251427,103.818545,SOUTHERN ISLANDS,17789,12827,4962,15308,0.32915475089771434,302
14529,1.253226,103.821217,SOUTHERN ISLANDS,6836,31,6805,3433,0.07381684477605521,67
14011,1.26795444401606,103.8255261109799,BUKIT MERAH,9224,9492,-268,9358,0.0005453448915991537,82
14021,1.27132972198996,103.82478361101728,BUKIT MERAH,13988,28312,-14324,21150,0.0012325330687456828,186
06149,1.28984045728104,103.83411526676929,BUKIT MERAH,38008,25129,12879,31568,0.001839650303270152,278
06159,1.28909385421188,103.8368794036018,SINGAPORE RIVER,96106,39346,56760,67726,0.051456956862649755,89
06169,1.28937078931125,103.83998944937589,SINGAPORE RIVER,70457,58174,12283,64315,0.04886534241829311,84
04321,1.2921400077773,103.84303646191061,SINGAPORE RIVER,61606,49452,12154,55529,0.04218990280875998,72
04311,1.29464575337351,103.8439214229312,MUSEUM,16439,9100,7339,12769,0.006728469451041413,3
08011,1.29706985017362,103.84361028672502,MUSEUM,13269,15184,-1915,14226,0.0074962179035566725,3
11019,1.28679632523156,103.80565677295323,BUKIT MERAH,107922,141289,-33367,124605,0.007261455462461268,1098
10139,1.28635135443034,103.8081000223439,BUKIT MERAH,201075,235351,-34276,218213,0.012716536100718757,1923
10119,1.28598009010704,103.81122515087834,BUKIT MERAH,122451,92727,29724,107589,0.006269834531124316,948
10651,1.28329993019059,103.81547665017668,BUKIT MERAH,14033,68739,-54706,41386,0.002411802060667084,364
14009,1.26703502614245,103.81901469907409,BUKIT MERAH,230973,282479,-51506,256726,0.01496091180174015,2262
52499,1.32603759751245,103.85537211273478,NOVENA,28862,61593,-32731,45227,0.007812332661965943,385
52451,1.3253199216809,103.85731928602708,NOVENA,137084,102479,34605,119781,0.02069049502692955,1020
52129,1.32544666698102,103.85938111100755,NOVENA,142457,152954,-10497,147705,0.02551397607260441,1258
52109,1.32697666701265,103.8581711110213,NOVENA,122149,98182,23967,110165,0.01902946531287678,938
52099,1.32652328466497,103.85488905075222,NOVENA,98675,9895,88780,54285,0.009376975668402088,462
50159,1.32456066077113,103.85326623915941,NOVENA,161138,23248,137890,92193,0.015925053289066845,785
50211,1.32306968689436,103.8525670514891,NOVENA,201108,162117,38991,181612,0.031370936816613064,1547
50221,1.32143805851672,103.8530377626759,NOVENA,200065,58581,141484,129323,0.02233874227438083,1101
50129,1.3189880880064,103.84929028517206,NOVENA,48049,58321,-10272,53185,0.009186966029731326,453
50119,1.31829503182752,103.8458185038638,NOVENA,24727,52781,-28054,38754,0.006694212306406089,330
50069,1.31702163080967,103.84164776289317,NOVENA,91497,42055,49442,66776,0.011534621483526164,569
40129,1.31453779264106,103.84082845008946,NOVENA,83346,29070,54276,56208,0.009709147064005611,478
40189,1.31223181292182,103.83816095637219,NEWTON,242071,223541,18530,232806,0.2850475128164001,1228
40179,1.31133173990881,103.83686949960516,NEWTON,41982,19240,22742,30611,0.03748008820572848,161
09047,1.30446065207443,103.83294467208566,ORCHARD,196765,549013,-352248,372889,0.10525351631632875,96
09037,1.3023400420296,103.83701253388183,ORCHARD,231330,215635,15695,223482,0.0630811483669558,58
04167,1.29250006522444,103.85145315468638,DOWNTOWN CORE,204130,135524,68606,169827,0.03537616612906082,56
04249,1.29043039362749,103.85026216508201,DOWNTOWN CORE,83186,103690,-20504,93438,0.01946379675061789,30
05029,1.28712283362119,103.84819780822524,SINGAPORE RIVER,72110,107921,-35811,90015,0.06839172506853229,118
05131,1.284073056,103.8453381,OUTRAM,139712,139698,14,139705,0.044671263879731485,407
05069,1.28027629959632,103.84029791443083,OUTRAM,145695,19926,125769,82810,0.026478847298812242,241
10399,1.27588166292683,103.83019454205221,BUKIT MERAH,43896,53017,-9121,48456,0.0028238119328198963,427
14221,1.27359332247784,103.82893371728431,BUKIT MERAH,31700,74918,-43218,53309,0.003106624366986459,469
14231,1.27100999999332,103.82667222202473,BUKIT MERAH,50137,42815,7322,46476,0.002708425858299024,409
14271,1.27568194286532,103.81914854048932,BUKIT MERAH,33620,63989,-30369,48804,0.002844091909553868,430
14281,1.27699671573899,103.81804377490617,BUKIT MERAH,105854,86217,19637,96035,0.005596515993238376,846
14059,1.276025,103.815613,BUKIT MERAH,38276,37853,423,38064,0.002218209868970954,335
14399,1.27763662023223,103.80858552939208,BUKIT MERAH,59917,66501,-6584,63209,0.0036835547395908212,557
14509,1.275651111,103.8068061,BUKIT MERAH,34886,27722,7164,31304,0.0018242654933340358,275
14499,1.27291305557456,103.8078211111249,BUKIT MERAH,14461,29970,-15509,22215,0.0012945967906470611,195
14359,1.27289055599998,103.81035027797056,BUKIT MERAH,32029,29128,2901,30578,0.0017819572660097158,269
14351,1.27275000000424,103.81036111111034,BUKIT MERAH,21685,16406,5279,19045,0.00110986251982324,167
14051,1.275847,103.815157,BUKIT MERAH,34902,35828,-926,35365,0.0020609234976922495,311
14299,1.27488820445716,103.82127132943862,BUKIT MERAH,67709,38266,29443,52987,0.003087859560928014,467
14239,1.27178138152481,103.8271423936315,BUKIT MERAH,94202,61711,32491,77956,0.00454294789159047,687
14229,1.27370670186653,103.82857888915174,BUKIT MERAH,68150,31739,36411,49944,0.0029105263160961884,440
10391,1.27627105343758,103.8312563936613,BUKIT MERAH,90034,52222,37812,71128,0.004145040761879098,626
10018,1.27900819665099,103.83860360621959,BUKIT MERAH,174256,283496,-109240,228876,0.013337930905070303,2017
05012,1.28154583300728,103.84087722199499,OUTRAM,73815,121366,-47551,97590,0.031204814731205007,284
05022,1.28571089865595,103.84437203405348,OUTRAM,364577,323349,41228,343963,0.10998362218864093,1004
04223,1.29084476137495,103.84857901022669,DOWNTOWN CORE,85605,75429,10176,80517,0.01677226099627026,26
04143,1.29411640848293,103.85020606905503,MUSEUM,60631,24197,36434,42414,0.02234954211735222,11
09011,1.30211335092372,103.83431672376756,ORCHARD,112444,82936,29508,97690,0.02757446856555746,25
09023,1.30323727330942,103.83254180023424,ORCHARD,148457,45852,102605,97154,0.02742317452163138,25
09212,1.30702238421536,103.83265522662566,ORCHARD,274850,130363,144487,202606,0.05718858407404376,52
40171,1.3109517198906,103.83582101192815,NEWTON,14651,23126,-8475,18888,0.023126454739466187,99
40181,1.312641,103.838298,NEWTON,218284,169430,48854,193857,0.2373583829113033,1023
40121,1.31458164930261,103.84053190286843,NOVENA,33505,86837,-53332,60171,0.010393699971325818,512
50061,1.31743500021924,103.84143789916804,NOVENA,24663,60976,-36313,42819,0.0073963842893121304,364
50111,1.31875833024702,103.8465549576423,NOVENA,47034,16213,30821,31623,0.0054624316397140875,269
50121,1.31930304159281,103.84933923160258,NOVENA,62004,57710,4294,59857,0.010339460856287074,510
50229,1.32095764720403,103.85283489560972,NOVENA,120487,312030,-191543,216258,0.03735554949060143,1842
50991,1.32337986005569,103.85626145335385,NOVENA,138924,348922,-209998,243923,0.04213429190317109,2078
50231,1.31872472201456,103.85492583301323,KALLANG,48888,42722,6166,45805,0.004651671504350869,238
50241,1.31724802771626,103.8572754498738,KALLANG,14012,20905,-6893,17458,0.001772926124286813,90
60101,1.31783421341306,103.86004042483177,KALLANG,77340,92499,-15159,84919,0.008623846577403591,442
60121,1.32008815616383,103.86179781146463,KALLANG,714643,689896,24747,702269,0.07131808090140772,3655
60141,1.32258753768004,103.86385682733587,KALLANG,160967,195801,-34834,178384,0.01811557187276772,928
60211,1.328454,103.870465,TOA PAYOH,164406,153847,10559,159126,0.01200899191438618,1463
70361,1.32859972197494,103.87346222198977,GEYLANG,5766,12194,-6428,8980,0.0005997851059465621,33
70341,1.32626471325242,103.87490379761162,GEYLANG,29614,47651,-18037,38632,0.002580278197430689,144
70321,1.32247982189668,103.87674093245458,GEYLANG,15209,11736,3473,13472,0.0008998112413487844,50
70311,1.32335569812186,103.87901421599854,GEYLANG,5885,6169,-284,6027,0.0004025506496146915,22
80239,1.31846350927886,103.88051104388848,GEYLANG,2878,46968,-44090,24923,0.0016646374382523572,92
80229,1.3172897212662,103.87810554835914,GEYLANG,33726,169839,-136113,101782,0.006798143391253116,379
80269,1.31501452983156,103.8783609867014,GEYLANG,6602,5656,946,6129,0.0004093633534906992,22
70319,1.32319846234081,103.87904763225207,GEYLANG,3334,9152,-5818,6243,0.00041697755194035493,23
70329,1.32229748021835,103.87682676312598,GEYLANG,13845,18975,-5130,16410,0.0010960438294635951,61
70349,1.32598493140196,103.87447469442839,GEYLANG,29844,36977,-7133,33410,0.002231494475464882,124
70359,1.32768812063773,103.87256886396422,GEYLANG,6100,7707,-1607,6903,0.0004610597534909931,25
60219,1.32829192682419,103.8704918465033,TOA PAYOH,142787,111143,31644,126965,0.009581851227392389,1167
60139,1.32204861560134,103.86628982237994,KALLANG,266366,223368,42998,244867,0.024867172715989178,1274
60119,1.31880431510648,103.86409707876385,KALLANG,353007,450817,-97810,401912,0.04081568819248262,2092
60099,1.315304,103.861404,KALLANG,82805,100377,-17572,91591,0.009301413486628107,476
07329,1.31284472583438,103.85989088288474,KALLANG,205987,210952,-4965,208469,0.021170817745672334,1085
07231,1.309658889,103.8573711,KALLANG,60071,129619,-69548,94845,0.009631869530185747,493
07211,1.31313747728456,103.8563561439714,KALLANG,477149,254744,222405,365946,0.03716320446089255,1904
07221,1.314966,103.857819,KALLANG,79310,72357,6953,75833,0.007701128811034592,394
50249,1.317187,103.857005,KALLANG,35842,51188,-15346,43515,0.004419113317581663,226
50239,1.318301,103.8552335,KALLANG,15760,18924,-3164,17342,0.0017611458842583293,90
76529,1.35741,103.940604,TAMPINES,31711,34348,-2637,33029,0.0013785813313316655,358
76519,1.35920624506603,103.93921870101352,TAMPINES,20610,67733,-47123,44171,0.0018436318382709436,479
75271,1.36024833439953,103.93601495043112,TAMPINES,62788,212682,-149894,137735,0.005748854027399163,1494
75509,1.361373,103.934576,TAMPINES,662,2536,-1874,1599,6.673988158283124e-05,17
75519,1.364004,103.934527,TAMPINES,1294,21156,-19862,11225,0.0004685148034817265,121
75461,1.36591354266845,103.93360116833266,TAMPINES,5440,10145,-4705,7792,0.0003252264898645535,84
75381,1.373188889,103.9266,PAYA LEBAR,17861,30340,-12479,24100,0.03393071095398798,0
75391,1.37507,103.9213,PAYA LEBAR,16833,19435,-2602,18134,0.025531100101228967,0
74011,1.37329165833159,103.92045032835671,PAYA LEBAR,2835,1855,980,2345,0.0033015567297552625,0
74021,1.37042803443167,103.92278161130189,PAYA LEBAR,4838,6022,-1184,5430,0.007644969314529243,0
74031,1.367627,103.925697,PAYA LEBAR,5230,3965,1265,4597,0.006472177520974389,0
74041,1.36850444400102,103.92978611099927,PAYA LEBAR,5260,3781,1479,4520,0.006363768195519738,0
75511,1.364262,103.934773,TAMPINES,54645,3056,51589,28850,0.0012041560873450165,312
75501,1.361552,103.934734,TAMPINES,9652,1133,8519,5392,0.00022505405972146722,58
75279,1.3604749400553,103.93620400344062,TAMPINES,268901,66305,202596,167603,0.0069954999205298725,1818
76511,1.359138,103.939389,TAMPINES,75644,18810,56834,47227,0.0019711847326531404,512
76521,1.357468889,103.940775,TAMPINES,6584,40078,-33494,23331,0.0009738012365284777,253
75019,1.35737133106172,103.9416488042812,TAMPINES,22659,20470,2189,21564,0.0009000492848356304,233
76559,1.355625,103.943569,TAMPINES,4679,238,4441,2458,0.00010259326387154422,26
76191,1.3569438864901,103.94477445426702,TAMPINES,592360,460550,131810,526455,0.021973448629574375,5710
76149,1.35370728527221,103.94636710560508,TAMPINES,158818,197464,-38646,178141,0.00743534036588314,1932
76139,1.35162691843499,103.94385009279503,TAMPINES,195924,173353,22571,184638,0.007706515481982987,2002
76111,1.35157455446947,103.94023387732626,TAMPINES,49273,37196,12077,43234,0.0018045228520025805,468
76121,1.35003333718868,103.93817517168992,TAMPINES,65945,64861,1084,65403,0.0027298239369367805,709
76281,1.34758373789104,103.93848632286071,TAMPINES,40863,42783,-1920,41823,0.0017456298107809576,453
75259,1.34913805600656,103.92798027801848,TAMPINES,136044,82741,53303,109392,0.004565859365921874,1186
62071,1.34252980960729,103.88002892732668,TOA PAYOH,49967,95575,-45608,72771,0.005491914272977369,669
62081,1.34384211984571,103.87773872280378,SERANGOON,4193,2762,1431,3477,0.0003530990970534048,41
62091,1.34366730308769,103.8751907687792,TOA PAYOH,1626,4424,-2798,3025,0.00022829204869737312,27
66069,1.34350264971893,103.86263251306754,TOA PAYOH,12533,14457,-1924,13495,0.0010184466767507604,124
52449,1.34044945876465,103.85000305578686,TOA PAYOH,27601,25253,2348,26427,0.001994404618487762,243
52179,1.34069018059141,103.84803485038329,TOA PAYOH,110911,263995,-153084,187453,0.014146786579989648,1723
52209,1.33925873230713,103.84678448871398,TOA PAYOH,51275,51156,119,51215,0.003865116454226765,470
52199,1.33547301693721,103.84663861149124,TOA PAYOH,17856,41171,-23315,29513,0.0022273002423820075,271
50161,1.32665700619185,103.84366009715464,NOVENA,76944,112733,-35789,94838,0.01638194010205245,808
50171,1.32663388888255,103.84641000001729,NOVENA,150213,204347,-54134,177280,0.03062264431232057,1510
52401,1.32830186081857,103.85082868868597,NOVENA,15531,58362,-42831,36946,0.006381905554845418,314
52411,1.328301,103.853806,NOVENA,9469,64870,-55401,37169,0.0064204256906850365,316
52049,1.32721151783698,103.85978762051998,NOVENA,46224,89200,-42976,67712,0.011696302412431466,576
52119,1.32782675894568,103.8581076205424,NOVENA,5107,5874,-767,5490,0.0009483208330022559,46
52419,1.32803305599299,103.85391750002599,NOVENA,51876,24450,27426,38163,0.006592125309629343,325
52409,1.32801971174787,103.85105250762084,NOVENA,48142,20297,27845,34219,0.005910854386977085,291
52479,1.32749617656635,103.84578619081431,NOVENA,32346,26952,5394,29649,0.005121450706317648,252
50169,1.32647401158756,103.84420812253344,NOVENA,89924,64084,25840,77004,0.013301365651093936,656
51011,1.327841667,103.8406111,NOVENA,83596,82857,739,83226,0.014376129261829827,709
52191,1.33636138602833,103.84608389640735,TOA PAYOH,46868,51755,-4887,49311,0.003721424533327658,453
52201,1.33918030742933,103.84650759525915,TOA PAYOH,63050,63261,-211,63155,0.004766209697680198,580
52171,1.3409498853794,103.8477798112237,TOA PAYOH,156829,63026,93803,109927,0.008296019846993763,1010
